Date,Type,Category,Amount,Comment
2022-02-26,Расход,Досуг,1322.84,Книги
2022-02-26,Расход,Здоровье,1613.87,Витамины
2022-02-26,Расход,Досуг,669.49,YouTube Premium
2022-02-27,Расход,Досуг,365.29,Netflix
2022-02-27,Расход,Жилье,32214.6,Ремонт
2022-02-27,Расход,Перевод,11837.54,Алименты
2022-02-27,Расход,Транспорт,2929.25,Каршеринг
2022-02-27,Расход,Продукты,4455.74,Метро
2022-02-27,Расход,Жилье,5271.58,Ремонт
2022-02-28,Расход,Продукты,855.31,Пятёрочка
2022-02-28,Расход,Прочее,5636.76,Техника
2022-03-01,Расход,Прочее,2159.12,Непредвиденные расходы
2022-03-01,Расход,Перевод,1098.76,Благотворительность
2022-03-02,Расход,Продукты,3461.18,Бристоль
2022-03-03,Расход,Здоровье,201.09,Очки
2022-03-03,Расход,Продукты,1667.03,Лента
2022-03-03,Расход,Транспорт,2911.48,Яндекс.Такси
2022-03-04,Расход,Транспорт,1655.44,Метро
2022-03-04,Расход,Перевод,10254.91,Долг
2022-03-05,Расход,Наличка,5752.97,Снятие наличных
2022-03-05,Расход,Развлечения,1546.47,Концерт
2022-03-05,Расход,Здоровье,5727.73,Стоматолог
2022-03-05,Расход,Прочее,5921.33,Непредвиденные расходы
2022-03-05,Расход,Развлечения,4415.55,Бар
2022-03-05,Доход,Зарплата,64839.16,Аванс
2022-03-06,Расход,Перевод,11416.42,Алименты
2022-03-06,Расход,Здоровье,6968.11,Аптека
2022-03-06,Расход,Развлечения,297.21,Кафе
2022-03-06,Расход,Здоровье,5757.67,Очки
2022-03-06,Расход,Досуг,411.04,Spotify
2022-03-06,Расход,Транспорт,505.58,Такси
2022-03-06,Доход,Перевод,6227.7,Подработка
2022-03-07,Расход,Продукты,2125.31,Бристоль
2022-03-08,Расход,Транспорт,1296.24,Каршеринг
2022-03-08,Доход,Перевод,5519.4,Возврат долга
2022-03-09,Расход,Наличка,7513.26,ATM
2022-03-10,Расход,Прочее,5745.03,Одежда
2022-03-10,Расход,Здоровье,784.14,Стоматолог
2022-03-10,Расход,Развлечения,3565.24,Кафе
2022-03-10,Расход,Транспорт,728.21,Самокат
2022-03-11,Расход,Транспорт,1398.53,Электричка
2022-03-11,Расход,Перевод,2418.16,Долг
2022-03-11,Расход,Здоровье,5541.37,Врач
2022-03-11,Расход,Транспорт,217.24,Автобус
2022-03-11,Доход,Перевод,17101.22,Перевод от родителей
2022-03-12,Расход,Продукты,2241.14,Перекрёсток
2022-03-12,Расход,Транспорт,114.55,Такси
2022-03-12,Расход,Транспорт,1318.39,Каршеринг
2022-03-13,Расход,Продукты,3879.08,Лента
2022-03-13,Расход,Досуг,559.05,YouTube Premium
2022-03-13,Расход,Досуг,1017.41,Steam
2022-03-13,Расход,Продукты,1911.07,Ашан
2022-03-14,Расход,Прочее,8259.35,Канцелярия
2022-03-14,Расход,Жилье,26059.66,Газ
2022-03-14,Расход,Наличка,1606.16,Размен
2022-03-15,Расход,Наличка,2257.11,Размен
2022-03-15,Расход,Развлечения,3330.47,Концерт
2022-03-15,Расход,Транспорт,1130.62,Такси
2022-03-15,Расход,Транспорт,369.35,Uber
2022-03-17,Расход,Здоровье,903.98,Стоматолог
2022-03-17,Расход,Наличка,4968.69,ATM
2022-03-17,Расход,Здоровье,1889.95,Витамины
2022-03-17,Расход,Досуг,660.72,Книги
2022-03-17,Расход,Перевод,17730.18,Перевод другу
2022-03-17,Доход,Перевод,727.98,Перевод от друга
2022-03-18,Расход,Досуг,2640.87,Coursera
2022-03-19,Расход,Досуг,726.18,Spotify
2022-03-19,Расход,Прочее,5227.27,Цветы
2022-03-19,Расход,Досуг,2946.64,Книги
2022-03-19,Расход,Продукты,3725.9,Бристоль
2022-03-19,Расход,Здоровье,7152.9,Очки
2022-03-20,Расход,Транспорт,2743.81,Электричка
2022-03-20,Расход,Прочее,7675.49,Зоотовары
2022-03-20,Расход,Продукты,527.27,Пятёрочка
2022-03-20,Доход,Зарплата,64663.05,Бонус
2022-03-21,Расход,Продукты,4893.84,Бристоль
2022-03-21,Расход,Наличка,13662.19,Снятие наличных
2022-03-21,Доход,Наличка,19599.74,Сдача
2022-03-22,Расход,Перевод,13102.29,Перевод родителям
2022-03-22,Расход,Транспорт,1872.02,Метро
2022-03-23,Расход,Перевод,19248.01,Благотворительность
2022-03-23,Расход,Здоровье,5249.02,Врач
2022-03-23,Расход,Досуг,1098.23,Coursera
2022-03-23,Расход,Наличка,6470.74,Размен
2022-03-25,Расход,Наличка,8094.52,Размен
2022-03-26,Расход,Развлечения,472.34,Кафе
2022-03-26,Расход,Транспорт,91.24,Парковка
2022-03-26,Расход,Транспорт,2105.81,Автобус
2022-03-26,Расход,Перевод,18508.15,Благотворительность
2022-03-26,Расход,Продукты,1458.4,Пятёрочка
2022-03-27,Расход,Развлечения,2674.72,Кино
2022-03-27,Расход,Досуг,1893.47,Авито
2022-03-27,Расход,Перевод,17165.73,Благотворительность
2022-03-28,Расход,Перевод,18445.05,Алименты
2022-03-28,Расход,Транспорт,765.56,Самокат
2022-03-29,Расход,Наличка,11945.11,Размен
2022-03-29,Доход,Перевод,4957.42,Перевод от друга
2022-03-30,Расход,Здоровье,3263.03,Анализы
2022-03-30,Расход,Продукты,2693.1,Перекрёсток
2022-03-30,Расход,Продукты,1623.24,Бристоль
2022-03-30,Расход,Перевод,5135.62,Благотворительность
2022-03-31,Расход,Наличка,13962.09,Снятие наличных
2022-04-01,Расход,Досуг,1414.94,Coursera
2022-04-01,Доход,Перевод,1748.91,Перевод от родителей
2022-04-02,Расход,Развлечения,1098.93,Театр
2022-04-02,Расход,Прочее,4877.4,Канцелярия
2022-04-02,Расход,Досуг,1692.72,Хобби
2022-04-02,Расход,Наличка,7163.95,Размен
2022-04-02,Расход,Здоровье,7521.21,Анализы
2022-04-02,Расход,Досуг,2600.06,Netflix
2022-04-03,Расход,Досуг,1061.24,Книги
2022-04-03,Расход,Жилье,6633.18,Интернет
2022-04-03,Расход,Развлечения,2474.91,Концерт
2022-04-04,Расход,Прочее,6659.58,Непредвиденные расходы
2022-04-04,Расход,Перевод,17199.16,Перевод другу
2022-04-05,Расход,Наличка,5283.28,ATM
2022-04-05,Расход,Перевод,18070.65,Благотворительность
2022-04-05,Расход,Здоровье,7918.73,Очки
2022-04-05,Расход,Прочее,9351.51,Непредвиденные расходы
2022-04-05,Доход,Зарплата,62188.39,Квартальная премия
2022-04-07,Расход,Здоровье,2028.43,Очки
2022-04-07,Расход,Жилье,15337.47,Интернет
2022-04-07,Расход,Перевод,8776.3,Перевод другу
2022-04-08,Расход,Развлечения,903.17,Кино
2022-04-08,Расход,Продукты,1768.54,Перекрёсток
2022-04-08,Доход,Наличка,17137.61,Продажа вещей на Авито
2022-04-09,Расход,Досуг,1353.3,Книги
2022-04-09,Расход,Развлечения,5818.42,Пицца
2022-04-10,Расход,Развлечения,2475.8,Суши
2022-04-11,Расход,Перевод,19011.05,Перевод родителям
2022-04-11,Расход,Досуг,933.84,YouTube Premium
2022-04-12,Расход,Прочее,1354.86,Цветы
2022-04-12,Расход,Развлечения,3102.46,Суши
2022-04-12,Расход,Жилье,21039.95,Электричество
2022-04-12,Расход,Продукты,2037.42,Пятёрочка
2022-04-12,Доход,Наличка,10111.71,Сдача
2022-04-16,Расход,Досуг,491.79,Авито
2022-04-16,Расход,Транспорт,787.83,Самокат
2022-04-16,Расход,Здоровье,5513.53,Массаж
2022-04-16,Расход,Прочее,9873.64,Зоотовары
2022-04-17,Расход,Досуг,700.73,Книги
2022-04-17,Расход,Транспорт,579.66,Такси
2022-04-17,Расход,Жилье,15681.34,Коммунальные услуги
2022-04-17,Расход,Развлечения,1585.13,Суши
2022-04-18,Расход,Транспорт,2018.89,Такси
2022-04-18,Расход,Прочее,865.82,Техника
2022-04-19,Расход,Прочее,3937.78,Цветы
2022-04-19,Расход,Продукты,3812.55,Ашан
2022-04-20,Доход,Зарплата,80254.15,Бонус
2022-04-21,Расход,Транспорт,486.74,Самокат
2022-04-21,Расход,Досуг,246.97,Steam
2022-04-21,Расход,Развлечения,1874.25,Суши
2022-04-21,Расход,Жилье,21717.11,Вода
2022-04-21,Расход,Развлечения,488.23,Концерт
2022-04-21,Расход,Жилье,17329.9,Управляющая компания
2022-04-22,Расход,Здоровье,3851.62,Аптека
2022-04-22,Расход,Здоровье,3276.98,Массаж
2022-04-23,Расход,Развлечения,5644.64,Боулинг
2022-04-23,Расход,Досуг,2704.1,Netflix
2022-04-23,Расход,Досуг,2278.31,Steam
2022-04-24,Расход,Прочее,1534.46,Цветы
2022-04-24,Расход,Наличка,7967.3,Размен
2022-04-24,Расход,Перевод,10712.59,Долг
2022-04-24,Расход,Досуг,2761.14,Игры
2022-04-24,Расход,Развлечения,3425.54,Суши
2022-04-24,Расход,Продукты,515.83,Метро
2022-04-25,Расход,Транспорт,328.71,Метро
2022-04-26,Расход,Транспорт,2616.03,Парковка
2022-04-27,Расход,Здоровье,6696.59,Витамины
2022-04-27,Расход,Жилье,19724.87,Мебель
2022-04-27,Расход,Наличка,13028.16,ATM
2022-04-27,Доход,Наличка,3884.19,Сдача
2022-04-28,Расход,Перевод,16425.8,Алименты
2022-04-29,Расход,Продукты,2445.76,Дикси
2022-04-29,Расход,Перевод,18119.52,Благотворительность
2022-04-30,Расход,Жилье,12286.76,Ремонт
2022-04-30,Расход,Досуг,602.8,YouTube Premium
2022-04-30,Расход,Прочее,2543.87,Одежда
2022-05-01,Расход,Перевод,10041.09,Перевод родителям
2022-05-02,Расход,Жилье,9800.7,Газ
2022-05-02,Расход,Транспорт,1646.11,Самокат
2022-05-03,Расход,Прочее,2704.13,Техника
2022-05-03,Расход,Продукты,1754.03,ВкусВилл
2022-05-03,Расход,Продукты,3016.4,Ашан
2022-05-03,Расход,Продукты,1218.61,Метро
2022-05-03,Расход,Транспорт,2282.41,Метро
2022-05-03,Расход,Наличка,12786.21,Размен
2022-05-04,Расход,Развлечения,5876.92,Ресторан
2022-05-04,Расход,Жилье,11832.58,Аренда квартиры
2022-05-05,Расход,Продукты,621.82,ВкусВилл
2022-05-05,Доход,Зарплата,78063.34,Бонус
2022-05-06,Расход,Транспорт,788.87,Такси
2022-05-06,Расход,Прочее,4569.23,Канцелярия
2022-05-06,Доход,Перевод,9448.76,Перевод от друга
2022-05-07,Расход,Здоровье,4271.1,Стоматолог
2022-05-07,Расход,Жилье,17205.31,Аренда квартиры
2022-05-08,Расход,Продукты,2465.07,Перекрёсток
2022-05-08,Расход,Жилье,11205.87,Аренда квартиры
2022-05-08,Расход,Продукты,2154.79,Рынок
2022-05-08,Расход,Развлечения,2622.26,Концерт
2022-05-08,Расход,Развлечения,1317.21,Бар
2022-05-09,Расход,Продукты,3428.0,Магнит
2022-05-09,Расход,Транспорт,808.43,Электричка
2022-05-09,Расход,Прочее,1012.7,Подарок
2022-05-10,Расход,Развлечения,1395.54,Концерт
2022-05-11,Расход,Продукты,3666.2,Пятёрочка
2022-05-11,Расход,Прочее,5460.99,Одежда
2022-05-11,Доход,Перевод,4097.8,Подработка
2022-05-12,Расход,Жилье,15816.82,Коммунальные услуги
2022-05-12,Расход,Наличка,10497.3,Размен
2022-05-12,Расход,Продукты,4575.89,Перекрёсток
2022-05-13,Расход,Досуг,565.71,Steam
2022-05-14,Расход,Прочее,5074.04,Зоотовары
2022-05-14,Расход,Развлечения,5492.53,Концерт
2022-05-14,Расход,Продукты,2807.57,ВкусВилл
2022-05-14,Расход,Здоровье,2482.27,Аптека
2022-05-15,Расход,Досуг,950.03,Netflix
2022-05-15,Расход,Продукты,2435.36,ВкусВилл
2022-05-15,Расход,Досуг,324.22,Coursera
2022-05-15,Доход,Перевод,2525.36,Перевод от родителей
2022-05-16,Расход,Досуг,109.26,Книги
2022-05-16,Расход,Транспорт,419.05,Яндекс.Такси
2022-05-17,Расход,Транспорт,984.34,Электричка
2022-05-17,Расход,Здоровье,1411.83,Врач
2022-05-17,Расход,Транспорт,2482.78,Автобус
2022-05-17,Расход,Продукты,1195.65,Магнит
2022-05-18,Расход,Продукты,2442.42,Лента
2022-05-18,Расход,Транспорт,2477.07,Самокат
2022-05-19,Расход,Досуг,1624.79,Авито
2022-05-19,Расход,Досуг,518.17,Netflix
2022-05-19,Расход,Здоровье,7481.89,Массаж
2022-05-20,Расход,Перевод,18653.95,Перевод другу
2022-05-20,Доход,Зарплата,77956.89,Премия
2022-05-20,Доход,Наличка,24417.91,Пополнение наличными
2022-05-21,Расход,Досуг,1414.84,Авито
2022-05-22,Расход,Продукты,1419.38,Бристоль
2022-05-22,Расход,Перевод,8239.91,Перевод родителям
2022-05-22,Расход,Прочее,2664.1,Непредвиденные расходы
2022-05-23,Расход,Перевод,16647.5,Долг
2022-05-23,Доход,Перевод,20662.43,Подработка
2022-05-24,Расход,Досуг,864.48,YouTube Premium
2022-05-24,Расход,Транспорт,485.16,Метро
2022-05-24,Расход,Жилье,34456.46,Аренда квартиры
2022-05-25,Расход,Жилье,4790.02,Интернет
2022-05-25,Расход,Продукты,3499.46,Метро
2022-05-25,Расход,Наличка,9557.59,ATM
2022-05-25,Расход,Развлечения,1678.33,Театр
2022-05-25,Расход,Наличка,3834.77,Размен
2022-05-26,Расход,Наличка,2397.57,Снятие наличных
2022-05-27,Расход,Продукты,2747.92,Дикси
2022-05-27,Доход,Наличка,14562.04,Пополнение наличными
2022-05-28,Расход,Продукты,4544.3,Дикси
2022-05-29,Расход,Транспорт,362.0,Бензин
2022-05-29,Расход,Развлечения,1708.65,Боулинг
2022-05-30,Расход,Перевод,14922.51,Перевод родителям
2022-05-30,Расход,Перевод,9659.24,Перевод родителям
2022-05-31,Расход,Прочее,4767.38,Цветы
2022-05-31,Расход,Продукты,3027.57,Перекрёсток
2022-05-31,Расход,Прочее,7380.81,Непредвиденные расходы
2022-05-31,Расход,Продукты,1700.71,Магнит
2022-06-01,Расход,Транспорт,2741.71,Каршеринг
2022-06-01,Расход,Досуг,1072.65,Coursera
2022-06-01,Расход,Здоровье,3069.71,Массаж
2022-06-01,Расход,Развлечения,470.87,Пицца
2022-06-02,Расход,Продукты,3936.42,Дикси
2022-06-02,Расход,Продукты,3296.13,Дикси
2022-06-02,Расход,Транспорт,1921.26,Каршеринг
2022-06-02,Расход,Досуг,1043.68,Книги
2022-06-03,Расход,Продукты,1168.6,Магнит
2022-06-03,Расход,Жилье,32169.38,Мебель
2022-06-04,Расход,Здоровье,877.25,Массаж
2022-06-04,Расход,Развлечения,2132.2,Театр
2022-06-04,Расход,Развлечения,5327.21,Бар
2022-06-04,Расход,Транспорт,2138.5,Электричка
2022-06-05,Расход,Развлечения,1745.27,Доставка еды
2022-06-05,Расход,Досуг,2331.45,Хобби
2022-06-05,Расход,Транспорт,185.7,Самокат
2022-06-05,Расход,Развлечения,2603.03,Боулинг
2022-06-05,Расход,Продукты,1187.33,Перекрёсток
2022-06-05,Доход,Зарплата,87070.27,13-я зарплата
2022-06-05,Доход,Наличка,22843.65,Сдача
2022-06-06,Расход,Продукты,295.95,Лента
2022-06-06,Расход,Досуг,296.76,Хобби
2022-06-06,Расход,Досуг,617.88,Авито
2022-06-06,Расход,Наличка,5941.81,ATM
2022-06-06,Расход,Здоровье,5893.52,Линзы
2022-06-07,Расход,Перевод,12138.95,Перевод родителям
2022-06-09,Расход,Жилье,20494.44,Электричество
2022-06-09,Расход,Транспорт,1223.98,Бензин
2022-06-09,Расход,Перевод,18758.68,Перевод другу
2022-06-09,Расход,Прочее,2583.38,Непредвиденные расходы
2022-06-10,Расход,Транспорт,1746.04,Бензин
2022-06-11,Расход,Наличка,4707.8,Снятие наличных
2022-06-11,Расход,Продукты,3089.81,Бристоль
2022-06-11,Расход,Здоровье,1444.16,Врач
2022-06-12,Расход,Досуг,1285.94,Spotify
2022-06-12,Расход,Продукты,289.86,Ашан
2022-06-12,Расход,Досуг,2415.67,Игры
2022-06-12,Расход,Прочее,6382.95,Косметика
2022-06-12,Расход,Прочее,809.87,Техника
2022-06-13,Расход,Транспорт,2387.39,Такси
2022-06-13,Расход,Транспорт,1698.06,Бензин
2022-06-13,Расход,Здоровье,4685.99,Аптека
2022-06-13,Расход,Здоровье,788.46,Анализы
2022-06-13,Расход,Наличка,1146.88,Размен
2022-06-15,Расход,Здоровье,1809.52,Очки
2022-06-15,Доход,Перевод,1624.04,Перевод от друга
2022-06-16,Расход,Наличка,6758.11,Размен
2022-06-16,Расход,Наличка,10328.91,ATM
2022-06-16,Расход,Продукты,3584.97,Ашан
2022-06-17,Расход,Здоровье,2979.21,Линзы
2022-06-17,Расход,Наличка,7481.82,Размен
2022-06-18,Расход,Досуг,482.72,Книги
2022-06-19,Расход,Развлечения,4433.84,Кафе
2022-06-19,Расход,Досуг,1645.15,Steam
2022-06-19,Расход,Транспорт,2734.34,Метро
2022-06-20,Доход,Зарплата,80143.24,Годовая премия
2022-06-21,Расход,Перевод,1111.52,Перевод родителям
2022-06-21,Расход,Развлечения,1602.24,Бар
2022-06-22,Расход,Здоровье,1968.03,Спортзал
2022-06-22,Расход,Наличка,9718.86,ATM
2022-06-23,Расход,Перевод,6486.67,Благотворительность
2022-06-25,Расход,Досуг,836.08,Spotify
2022-06-25,Расход,Перевод,6453.51,Перевод другу
2022-06-25,Расход,Здоровье,1558.26,Очки
2022-06-25,Расход,Транспорт,2567.12,Каршеринг
2022-06-25,Доход,Наличка,8643.92,Продажа вещей на Авито
2022-06-26,Расход,Транспорт,1174.42,Парковка
2022-06-26,Расход,Досуг,989.91,Netflix
2022-06-26,Расход,Прочее,9220.81,Канцелярия
2022-06-26,Расход,Прочее,4867.06,Подарок
2022-06-26,Доход,Наличка,18659.51,Пополнение наличными
2022-06-27,Расход,Жилье,7091.57,Вода
2022-06-27,Расход,Транспорт,1198.96,Метро
2022-06-29,Расход,Перевод,19853.57,Долг
2022-06-29,Расход,Продукты,1319.23,Лента
2022-06-30,Расход,Продукты,1181.27,Перекрёсток
2022-07-01,Расход,Жилье,24305.15,Вода
2022-07-01,Расход,Развлечения,5549.62,Пицца
2022-07-01,Расход,Продукты,620.21,Метро
2022-07-02,Расход,Развлечения,4705.65,Кафе
2022-07-02,Расход,Наличка,13323.89,Снятие наличных
2022-07-03,Расход,Прочее,9305.82,Подарок
2022-07-03,Расход,Досуг,2200.03,Игры
2022-07-03,Расход,Развлечения,4428.73,Боулинг
2022-07-03,Расход,Продукты,4283.16,Дикси
2022-07-04,Расход,Транспорт,2474.97,Метро
2022-07-04,Расход,Досуг,976.05,Coursera
2022-07-04,Расход,Перевод,6475.38,Перевод родителям
2022-07-05,Расход,Продукты,3774.58,Магнит
2022-07-05,Расход,Транспорт,2885.57,Яндекс.Такси
2022-07-05,Доход,Зарплата,90533.39,Зарплата за месяц
2022-07-07,Расход,Здоровье,4662.27,Врач
2022-07-07,Расход,Прочее,7119.61,Канцелярия
2022-07-07,Расход,Наличка,1582.53,Размен
2022-07-07,Расход,Транспорт,1922.75,Парковка
2022-07-07,Расход,Продукты,2804.53,ВкусВилл
2022-07-07,Доход,Наличка,1902.85,Найденные деньги
2022-07-08,Расход,Продукты,3996.67,Метро
2022-07-08,Расход,Перевод,5010.9,Перевод другу
2022-07-09,Расход,Продукты,776.5,Рынок
2022-07-09,Расход,Развлечения,2536.1,Боулинг
2022-07-10,Расход,Жилье,23100.32,Интернет
2022-07-10,Расход,Развлечения,4447.86,Доставка еды
2022-07-10,Расход,Транспорт,1956.06,Uber
2022-07-11,Расход,Транспорт,2916.35,Бензин
2022-07-12,Расход,Прочее,8277.29,Одежда
2022-07-13,Расход,Продукты,3753.83,Бристоль
2022-07-14,Расход,Продукты,4758.95,Лента
2022-07-14,Расход,Развлечения,4523.35,Концерт
2022-07-16,Расход,Прочее,913.89,Косметика
2022-07-16,Расход,Здоровье,2505.98,Очки
2022-07-16,Расход,Досуг,2326.97,YouTube Premium
2022-07-17,Расход,Развлечения,4979.06,Концерт
2022-07-17,Расход,Прочее,2363.41,Техника
2022-07-17,Расход,Развлечения,1213.93,Доставка еды
2022-07-17,Доход,Перевод,4745.13,Перевод от друга
2022-07-18,Расход,Перевод,10047.34,Алименты
2022-07-18,Расход,Развлечения,5235.36,Концерт
2022-07-19,Расход,Развлечения,2056.02,Кафе
2022-07-20,Расход,Жилье,31753.44,Коммунальные услуги
2022-07-20,Доход,Зарплата,66176.84,13-я зарплата
2022-07-21,Расход,Прочее,5433.26,Одежда
2022-07-21,Расход,Прочее,3766.04,Зоотовары
2022-07-21,Расход,Продукты,2713.78,Ашан
2022-07-22,Расход,Прочее,9281.31,Непредвиденные расходы
2022-07-22,Расход,Наличка,14310.75,Размен
2022-07-23,Расход,Наличка,13859.0,Снятие наличных
2022-07-23,Расход,Продукты,2839.66,ВкусВилл
2022-07-23,Расход,Досуг,2827.34,Хобби
2022-07-24,Расход,Наличка,13136.83,Размен
2022-07-24,Расход,Жилье,16382.57,Вода
2022-07-24,Расход,Перевод,5971.42,Алименты
2022-07-25,Расход,Продукты,3636.24,Магнит
2022-07-25,Расход,Перевод,1304.27,Алименты
2022-07-25,Расход,Здоровье,3132.81,Анализы
2022-07-25,Расход,Транспорт,1934.29,Бензин
2022-07-25,Расход,Перевод,10877.9,Долг
2022-07-25,Расход,Развлечения,3336.85,Кафе
2022-07-25,Доход,Наличка,915.0,Продажа вещей на Авито
2022-07-26,Расход,Досуг,2972.26,Spotify
2022-07-27,Расход,Продукты,3983.54,Пятёрочка
2022-07-28,Расход,Продукты,3501.94,Магнит
2022-07-28,Расход,Развлечения,1283.53,Суши
2022-07-28,Расход,Перевод,660.07,Перевод другу
2022-07-28,Доход,Наличка,11973.32,Найденные деньги
2022-07-29,Расход,Досуг,2917.81,Steam
2022-07-30,Расход,Развлечения,2959.01,Бар
2022-07-31,Расход,Наличка,1166.12,ATM
2022-08-01,Расход,Жилье,21426.89,Коммунальные услуги
2022-08-02,Расход,Наличка,13663.05,ATM
2022-08-02,Расход,Наличка,6122.94,ATM
2022-08-02,Расход,Транспорт,1917.9,Электричка
2022-08-04,Доход,Перевод,9768.57,Перевод от родителей
2022-08-05,Расход,Прочее,5770.38,Подарок
2022-08-05,Доход,Зарплата,90517.08,Квартальная премия
2022-08-06,Расход,Здоровье,1421.94,Анализы
2022-08-06,Расход,Наличка,13473.51,ATM
2022-08-06,Расход,Жилье,5171.27,Мебель
2022-08-06,Расход,Перевод,18746.63,Перевод другу
2022-08-06,Расход,Досуг,219.2,Книги
2022-08-06,Расход,Досуг,2232.61,Spotify
2022-08-06,Доход,Перевод,164121.22,Наследство
2022-08-07,Расход,Прочее,6027.71,Техника
2022-08-07,Расход,Досуг,115.3,Coursera
2022-08-07,Расход,Развлечения,3593.2,Концерт
2022-08-07,Расход,Продукты,3965.06,Дикси
2022-08-08,Расход,Наличка,9260.27,ATM
2022-08-08,Расход,Прочее,8994.43,Подарок
2022-08-09,Расход,Жилье,6685.04,Интернет
2022-08-09,Расход,Транспорт,748.97,Каршеринг
2022-08-09,Расход,Развлечения,5408.7,Пицца
2022-08-09,Расход,Продукты,642.62,Метро
2022-08-10,Расход,Наличка,13544.57,Размен
2022-08-10,Расход,Перевод,19057.25,Благотворительность
2022-08-10,Расход,Продукты,1115.73,Дикси
2022-08-11,Доход,Наличка,4891.19,Продажа вещей на Авито
2022-08-12,Доход,Перевод,12193.51,Кэшбэк
2022-08-13,Расход,Транспорт,865.2,Такси
2022-08-13,Расход,Развлечения,1795.37,Бар
2022-08-13,Расход,Развлечения,3522.0,Концерт
2022-08-13,Расход,Перевод,8920.96,Благотворительность
2022-08-13,Расход,Прочее,455.67,Непредвиденные расходы
2022-08-14,Расход,Продукты,1650.62,Ашан
2022-08-14,Расход,Досуг,1788.4,Книги
2022-08-14,Расход,Прочее,9418.64,Непредвиденные расходы
2022-08-14,Расход,Наличка,8719.27,ATM
2022-08-14,Расход,Досуг,2505.68,Хобби
2022-08-16,Расход,Продукты,1767.79,ВкусВилл
2022-08-16,Расход,Продукты,798.19,Пятёрочка
2022-08-18,Расход,Продукты,2023.38,Пятёрочка
2022-08-19,Расход,Продукты,2663.44,Метро
2022-08-19,Расход,Перевод,8452.19,Перевод другу
2022-08-19,Расход,Наличка,10747.18,ATM
2022-08-20,Расход,Транспорт,1807.56,Uber
2022-08-20,Расход,Продукты,1776.46,Метро
2022-08-20,Расход,Досуг,835.18,Spotify
2022-08-20,Доход,Зарплата,63112.26,Аванс
2022-08-21,Расход,Досуг,2735.8,Авито
2022-08-21,Расход,Развлечения,4671.43,Суши
2022-08-21,Доход,Перевод,19484.79,Кэшбэк
2022-08-23,Расход,Продукты,2234.86,Дикси
2022-08-23,Расход,Наличка,2778.32,ATM
2022-08-23,Расход,Здоровье,3858.25,Массаж
2022-08-23,Расход,Наличка,8009.46,ATM
2022-08-23,Расход,Перевод,5442.44,Перевод другу
2022-08-25,Расход,Здоровье,2493.96,Массаж
2022-08-26,Расход,Жилье,11673.1,Аренда квартиры
2022-08-26,Расход,Продукты,1953.96,Перекрёсток
2022-08-26,Расход,Перевод,10922.28,Благотворительность
2022-08-26,Расход,Досуг,206.6,Steam
2022-08-26,Доход,Перевод,515.43,Возврат долга
2022-08-27,Расход,Транспорт,2266.69,Яндекс.Такси
2022-08-27,Расход,Перевод,19191.16,Алименты
2022-08-28,Расход,Продукты,2967.94,Метро
2022-08-28,Расход,Наличка,5305.22,ATM
2022-08-28,Расход,Досуг,2313.18,Netflix
2022-08-28,Расход,Продукты,4081.61,Лента
2022-08-28,Расход,Жилье,27698.56,Ремонт
2022-08-29,Расход,Здоровье,1527.44,Линзы
2022-08-29,Расход,Транспорт,2082.56,Самокат
2022-08-29,Расход,Жилье,3243.51,Электричество
2022-08-30,Расход,Транспорт,910.59,Автобус
2022-08-30,Расход,Транспорт,602.4,Автобус
2022-08-30,Расход,Транспорт,975.92,Яндекс.Такси
2022-08-31,Расход,Жилье,30893.87,Вода
2022-08-31,Расход,Здоровье,5904.56,Массаж
2022-09-01,Расход,Транспорт,1360.48,Метро
2022-09-02,Расход,Жилье,20359.06,Коммунальные услуги
2022-09-03,Расход,Наличка,3799.23,Размен
2022-09-03,Расход,Перевод,16554.97,Перевод другу
2022-09-04,Расход,Развлечения,2910.5,Кино
2022-09-04,Расход,Транспорт,252.03,Автобус
2022-09-04,Расход,Развлечения,4769.48,Боулинг
2022-09-04,Расход,Прочее,9258.33,Зоотовары
2022-09-04,Расход,Транспорт,68.46,Автобус
2022-09-05,Расход,Здоровье,454.11,Анализы
2022-09-05,Расход,Транспорт,1046.25,Яндекс.Такси
2022-09-05,Расход,Досуг,2268.38,Хобби
2022-09-05,Доход,Зарплата,87398.53,Премия
2022-09-06,Расход,Наличка,10649.43,Размен
2022-09-06,Доход,Перевод,16500.98,Фриланс
2022-09-07,Расход,Развлечения,2269.82,Ресторан
2022-09-07,Расход,Досуг,1828.92,Coursera
2022-09-07,Расход,Наличка,13171.14,Снятие наличных
2022-09-07,Расход,Здоровье,3743.76,Анализы
2022-09-08,Расход,Транспорт,2500.98,Uber
2022-09-08,Расход,Досуг,530.52,Netflix
2022-09-08,Расход,Наличка,3953.18,Снятие наличных
2022-09-08,Доход,Наличка,5566.16,Найденные деньги
2022-09-09,Расход,Досуг,2607.1,YouTube Premium
2022-09-09,Расход,Продукты,1589.22,Дикси
2022-09-10,Расход,Развлечения,1742.14,Бар
2022-09-10,Расход,Наличка,13443.03,Размен
2022-09-10,Расход,Транспорт,2183.09,Такси
2022-09-10,Расход,Перевод,9819.7,Алименты
2022-09-11,Расход,Развлечения,4698.38,Доставка еды
2022-09-11,Расход,Развлечения,770.13,Доставка еды
2022-09-11,Расход,Развлечения,511.17,Бар
2022-09-12,Расход,Здоровье,165.13,Стоматолог
